ClientCalcs,Gflops,Temperature,Errors
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,75,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
3,117.91,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
6,119.368,74,0
