ClientCalcs,Gflops,Temperature,Errors
4,88.5073,72,0
4,88.5073,72,0
4,88.5073,72,0
4,88.5073,72,0
4,88.5073,72,0
4,88.5073,72,0
4,88.5073,72,0
4,88.5073,72,0
4,88.5073,72,0
4,88.5073,72,0
4,88.5073,72,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
4,88.5073,71,0
