        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , PWR_SRC Power Draw [W] , PWR_SRC Voltage [V] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2024-12-09 14:23:20 ,        1515.0   ,           1500.2   ,               74.2   ,        82.9   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               25.9   ,                  12.9   ,                 22.4   ,              12.4   ,               2   ,        0.7620   ,               92.0   ,                 13867   ,
2024-12-09 14:23:21 ,        1500.0   ,           1500.2   ,               74.0   ,        82.7   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               25.8   ,                  12.9   ,                 22.3   ,              12.5   ,               2   ,        0.7620   ,               89.0   ,                 13869   ,
2024-12-09 14:23:22 ,        1680.0   ,           1500.2   ,               74.2   ,        82.9   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               24.6   ,                  11.5   ,                 21.1   ,              12.5   ,               2   ,        0.8430   ,               88.0   ,                 13864   ,
2024-12-09 14:23:23 ,        1395.0   ,           1500.2   ,               73.8   ,        82.5   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               23.3   ,                  10.3   ,                 19.8   ,              12.5   ,               2   ,        0.7060   ,               78.0   ,                 13862   ,
2024-12-09 14:23:24 ,        1635.0   ,           1500.2   ,               74.5   ,        83.2   ,           3488   ,        100   ,                        6   ,                   0   ,                    0   ,               28.7   ,                  15.6   ,                 25.2   ,              12.4   ,               2   ,        0.8180   ,               87.0   ,                 13861   ,
2024-12-09 14:23:25 ,        1620.0   ,           1500.2   ,               74.4   ,        83.2   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               29.0   ,                  15.9   ,                 25.5   ,              12.4   ,               2   ,        0.8120   ,               79.0   ,                 13860   ,
2024-12-09 14:23:26 ,        1635.0   ,           1500.2   ,               74.4   ,        83.1   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               28.9   ,                  15.7   ,                 25.4   ,              12.4   ,               2   ,        0.8180   ,               74.0   ,                 13855   ,
2024-12-09 14:23:27 ,        1635.0   ,           1500.2   ,               74.3   ,        83.0   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               28.6   ,                  15.5   ,                 25.1   ,              12.4   ,               2   ,        0.8180   ,               84.0   ,                 13854   ,
2024-12-09 14:23:28 ,        1635.0   ,           1500.2   ,               74.2   ,        82.9   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.1   ,                  16.0   ,                 25.6   ,              12.5   ,               2   ,        0.8180   ,               85.0   ,                 13855   ,
2024-12-09 14:23:29 ,        1635.0   ,           1500.2   ,               74.1   ,        82.9   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               28.7   ,                  15.7   ,                 25.2   ,              12.4   ,               2   ,        0.8180   ,               83.0   ,                 13853   ,
2024-12-09 14:23:30 ,        1770.0   ,           1500.2   ,               75.0   ,        83.8   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.8   ,                  21.2   ,                 31.3   ,              12.4   ,               2   ,        0.9060   ,               82.0   ,                 13851   ,
2024-12-09 14:23:31 ,        1755.0   ,           1500.2   ,               75.0   ,        83.8   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               33.7   ,                  20.4   ,                 30.2   ,              12.4   ,               2   ,        0.8930   ,               85.0   ,                 13849   ,
2024-12-09 14:23:32 ,        1725.0   ,           1500.2   ,               74.4   ,        83.1   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               32.4   ,                  19.1   ,                 28.9   ,              12.4   ,               2   ,        0.8750   ,               72.0   ,                 13851   ,
2024-12-09 14:23:33 ,        1725.0   ,           1500.2   ,               74.7   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               32.6   ,                  19.2   ,                 29.1   ,              12.4   ,               2   ,        0.8750   ,               82.0   ,                 13843   ,
2024-12-09 14:23:34 ,        1725.0   ,           1500.2   ,               74.6   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               32.4   ,                  19.2   ,                 28.9   ,              12.4   ,               2   ,        0.8750   ,               86.0   ,                 13843   ,
2024-12-09 14:23:35 ,        1470.0   ,           1500.2   ,               74.8   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               32.6   ,                  19.3   ,                 29.1   ,              12.4   ,               2   ,        0.7120   ,               84.0   ,                 13843   ,
2024-12-09 14:23:36 ,        1695.0   ,           1500.2   ,               74.7   ,        83.4   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               31.1   ,                  18.0   ,                 27.6   ,              12.5   ,               2   ,        0.8560   ,               87.0   ,                 13840   ,
2024-12-09 14:23:37 ,        1650.0   ,           1500.2   ,               74.8   ,        83.5   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               29.3   ,                  16.5   ,                 25.8   ,              12.4   ,               2   ,        0.8310   ,               84.0   ,                 13854   ,
2024-12-09 14:23:38 ,        1650.0   ,           1500.2   ,               74.8   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.6   ,                  16.7   ,                 26.1   ,              12.4   ,               2   ,        0.8310   ,               86.0   ,                 13851   ,
2024-12-09 14:23:39 ,        1650.0   ,           1500.2   ,               74.8   ,        83.5   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.5   ,                  16.6   ,                 26.0   ,              12.4   ,               2   ,        0.8310   ,               79.0   ,                 13848   ,
2024-12-09 14:23:40 ,        1650.0   ,           1500.2   ,               74.7   ,        83.3   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.4   ,                  16.6   ,                 25.9   ,              12.4   ,               2   ,        0.8310   ,               84.0   ,                 13843   ,
2024-12-09 14:23:41 ,        1650.0   ,           1500.2   ,               74.8   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.2   ,                  16.4   ,                 25.7   ,              12.4   ,               2   ,        0.8310   ,               84.0   ,                 13839   ,
2024-12-09 14:23:42 ,        1665.0   ,           1500.2   ,               74.5   ,        83.2   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.6   ,                  16.7   ,                 26.1   ,              12.4   ,               2   ,        0.8370   ,               86.0   ,                 13836   ,
2024-12-09 14:23:43 ,        1665.0   ,           1500.2   ,               74.4   ,        83.3   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.3   ,                  16.4   ,                 25.8   ,              12.4   ,               2   ,        0.8370   ,               85.0   ,                 13838   ,
2024-12-09 14:23:44 ,        1665.0   ,           1500.2   ,               74.3   ,        82.9   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.6   ,                  16.7   ,                 26.1   ,              12.4   ,               2   ,        0.8370   ,               84.0   ,                 13837   ,
2024-12-09 14:23:45 ,        1665.0   ,           1500.2   ,               74.2   ,        83.0   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.9   ,                  16.7   ,                 26.4   ,              12.4   ,               2   ,        0.8370   ,               83.0   ,                 13821   ,
2024-12-09 14:23:46 ,        1665.0   ,           1500.2   ,               74.2   ,        82.9   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.9   ,                  16.7   ,                 26.4   ,              12.4   ,               2   ,        0.8370   ,               84.0   ,                 13822   ,
2024-12-09 14:23:47 ,        1665.0   ,           1500.2   ,               74.2   ,        82.8   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.8   ,                  16.7   ,                 26.3   ,              12.4   ,               2   ,        0.8370   ,               85.0   ,                 13821   ,
2024-12-09 14:23:48 ,        1785.0   ,           1500.2   ,               75.0   ,        83.7   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               35.6   ,                  22.0   ,                 32.1   ,              12.4   ,               2   ,        0.8060   ,               88.0   ,                 13822   ,
2024-12-09 14:23:49 ,        1770.0   ,           1500.2   ,               74.8   ,        83.5   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.6   ,                  21.0   ,                 31.1   ,              12.4   ,               2   ,        0.9060   ,               79.0   ,                 13817   ,
2024-12-09 14:23:50 ,        1770.0   ,           1500.2   ,               74.8   ,        83.5   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.7   ,                  21.1   ,                 31.2   ,              12.4   ,               2   ,        0.9060   ,               82.0   ,                 13817   ,
2024-12-09 14:23:51 ,        1770.0   ,           1500.2   ,               75.0   ,        83.7   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.8   ,                  21.1   ,                 31.3   ,              12.4   ,               2   ,        0.9060   ,               82.0   ,                 13816   ,
2024-12-09 14:23:52 ,        1755.0   ,           1500.2   ,               75.0   ,        83.8   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.9   ,                  21.2   ,                 31.4   ,              12.4   ,               2   ,        0.8930   ,               75.0   ,                 13816   ,
2024-12-09 14:23:53 ,        1770.0   ,           1500.2   ,               74.8   ,        83.6   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.2   ,                  20.6   ,                 30.7   ,              12.4   ,               2   ,        0.9060   ,               75.0   ,                 13816   ,
2024-12-09 14:23:54 ,        1755.0   ,           1500.2   ,               74.8   ,        83.7   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.8   ,                  21.0   ,                 31.3   ,              12.4   ,               2   ,        0.8930   ,               79.0   ,                 13815   ,
2024-12-09 14:23:55 ,        1770.0   ,           1500.2   ,               74.8   ,        83.6   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.7   ,                  21.0   ,                 31.2   ,              12.4   ,               2   ,        0.9060   ,               81.0   ,                 13813   ,
2024-12-09 14:23:56 ,        1770.0   ,           1500.2   ,               74.7   ,        83.5   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.9   ,                  21.1   ,                 31.4   ,              12.4   ,               2   ,        0.9060   ,               84.0   ,                 13811   ,
2024-12-09 14:23:57 ,        1770.0   ,           1500.2   ,               74.7   ,        83.6   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.1   ,                  20.4   ,                 30.6   ,              12.4   ,               2   ,        0.9060   ,               81.0   ,                 13807   ,
2024-12-09 14:23:58 ,        1770.0   ,           1500.2   ,               74.6   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.2   ,                  20.4   ,                 30.7   ,              12.4   ,               2   ,        0.9060   ,               84.0   ,                 13807   ,
2024-12-09 14:23:59 ,        1755.0   ,           1500.2   ,               74.6   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.7   ,                  20.8   ,                 31.2   ,              12.4   ,               2   ,        0.8930   ,               83.0   ,                 13807   ,
2024-12-09 14:24:00 ,        1755.0   ,           1500.2   ,               74.5   ,        83.2   ,           3488   ,        100   ,                        6   ,                   0   ,                    0   ,               34.8   ,                  20.8   ,                 31.3   ,              12.4   ,               2   ,        0.8930   ,               80.0   ,                 13802   ,
2024-12-09 14:24:01 ,        1770.0   ,           1500.2   ,               74.7   ,        83.5   ,           3488   ,        100   ,                        6   ,                   0   ,                    0   ,               34.4   ,                  20.4   ,                 30.9   ,              12.4   ,               2   ,        0.9060   ,               76.0   ,                 13804   ,
2024-12-09 14:24:02 ,        1755.0   ,           1500.2   ,               74.6   ,        83.5   ,           3488   ,        100   ,                        6   ,                   0   ,                    0   ,               34.4   ,                  20.5   ,                 30.9   ,              12.4   ,               2   ,        0.8930   ,               76.0   ,                 13803   ,
2024-12-09 14:24:03 ,        1770.0   ,           1500.2   ,               74.6   ,        83.3   ,           3488   ,        100   ,                        6   ,                   0   ,                    0   ,               34.6   ,                  20.8   ,                 31.1   ,              12.4   ,               2   ,        0.9060   ,               76.0   ,                 13805   ,
2024-12-09 14:24:04 ,        1755.0   ,           1500.2   ,               74.4   ,        83.2   ,           3488   ,        100   ,                        6   ,                   0   ,                    0   ,               36.3   ,                  21.1   ,                 32.8   ,              12.4   ,               2   ,        0.8930   ,              100.0   ,                 13805   ,
2024-12-09 14:24:05 ,        1755.0   ,           1500.2   ,               74.7   ,        83.4   ,           3488   ,        100   ,                        6   ,                   0   ,                    0   ,               34.1   ,                  20.6   ,                 30.6   ,              12.4   ,               2   ,        0.8930   ,              100.0   ,                 13805   ,
2024-12-09 14:24:06 ,        1755.0   ,           1500.2   ,               74.8   ,        83.6   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               34.1   ,                  20.5   ,                 30.6   ,              12.4   ,               2   ,        0.8930   ,              100.0   ,                 13805   ,
2024-12-09 14:24:07 ,        1560.0   ,           1500.2   ,               74.2   ,        82.9   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               26.6   ,                  13.1   ,                 23.1   ,              12.4   ,               2   ,        0.7810   ,              100.0   ,                 13804   ,
2024-12-09 14:24:08 ,        1725.0   ,           1500.2   ,               75.0   ,        83.8   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               32.7   ,                  19.3   ,                 29.2   ,              12.4   ,               2   ,        0.8750   ,              100.0   ,                 13804   ,
2024-12-09 14:24:09 ,        1500.0   ,           1500.2   ,               74.0   ,        82.6   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               25.7   ,                  12.4   ,                 22.2   ,              12.4   ,               2   ,        0.7560   ,               74.0   ,                 13781   ,
2024-12-09 14:24:10 ,        1710.0   ,           1500.2   ,               74.8   ,        83.5   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.8   ,                  18.4   ,                 28.3   ,              12.4   ,               2   ,        0.8620   ,               83.0   ,                 13693   ,
2024-12-09 14:24:11 ,        1710.0   ,           1500.2   ,               74.6   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.5   ,                  18.0   ,                 28.0   ,              12.4   ,               2   ,        0.8620   ,               82.0   ,                 13694   ,
2024-12-09 14:24:12 ,        1695.0   ,           1500.2   ,               74.5   ,        83.3   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.4   ,                  18.0   ,                 27.9   ,              12.4   ,               2   ,        0.8560   ,               80.0   ,                 13693   ,
2024-12-09 14:24:13 ,        1695.0   ,           1500.2   ,               74.3   ,        82.8   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.7   ,                  18.1   ,                 28.2   ,              12.4   ,               2   ,        0.8560   ,               82.0   ,                 13692   ,
2024-12-09 14:24:14 ,        1695.0   ,           1500.2   ,               74.2   ,        82.9   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.3   ,                  18.2   ,                 27.8   ,              12.4   ,               2   ,        0.8560   ,               85.0   ,                 13691   ,
2024-12-09 14:24:15 ,        1710.0   ,           1500.2   ,               74.5   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.7   ,                  18.3   ,                 28.2   ,              12.4   ,               2   ,        0.8620   ,               95.0   ,                 13687   ,
2024-12-09 14:24:16 ,        1710.0   ,           1500.2   ,               74.8   ,        83.6   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.5   ,                  18.3   ,                 28.0   ,              12.4   ,               2   ,        0.8620   ,               88.0   ,                 13692   ,
2024-12-09 14:24:17 ,        1695.0   ,           1500.2   ,               74.7   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.3   ,                  18.0   ,                 27.8   ,              12.4   ,               2   ,        0.8560   ,               76.0   ,                 13690   ,
2024-12-09 14:24:18 ,        1695.0   ,           1500.2   ,               74.6   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.6   ,                  18.4   ,                 28.1   ,              12.4   ,               2   ,        0.8560   ,               80.0   ,                 13692   ,
2024-12-09 14:24:19 ,        1710.0   ,           1500.2   ,               74.6   ,        83.3   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.7   ,                  18.4   ,                 28.2   ,              12.4   ,               2   ,        0.8620   ,               78.0   ,                 13687   ,
2024-12-09 14:24:20 ,        1695.0   ,           1500.2   ,               74.3   ,        83.2   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.2   ,                  18.0   ,                 27.7   ,              12.4   ,               2   ,        0.8560   ,               83.0   ,                 13690   ,
2024-12-09 14:24:21 ,        1695.0   ,           1500.2   ,               74.1   ,        82.8   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.2   ,                  18.0   ,                 27.7   ,              12.4   ,               2   ,        0.8560   ,               81.0   ,                 13693   ,
2024-12-09 14:24:22 ,        1695.0   ,           1500.2   ,               74.2   ,        82.9   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               31.4   ,                  18.2   ,                 27.9   ,              12.4   ,               2   ,        0.8560   ,               88.0   ,                 13690   ,
2024-12-09 14:24:23 ,        1635.0   ,           1500.2   ,               74.4   ,        83.2   ,           3495   ,        100   ,                        5   ,                   0   ,                    0   ,               31.7   ,                  18.3   ,                 28.2   ,              12.4   ,               2   ,        0.8310   ,               99.0   ,                 13703   ,
2024-12-09 14:24:24 ,        1665.0   ,           1500.2   ,               74.1   ,        82.8   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.9   ,                  16.8   ,                 26.4   ,              12.4   ,               2   ,        0.8370   ,               90.0   ,                 13723   ,
2024-12-09 14:24:25 ,        1665.0   ,           1500.2   ,               74.3   ,        82.9   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.6   ,                  16.7   ,                 26.1   ,              12.4   ,               2   ,        0.8370   ,               94.0   ,                 13725   ,
2024-12-09 14:24:26 ,        1665.0   ,           1500.2   ,               74.5   ,        83.1   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.8   ,                  16.9   ,                 26.3   ,              12.4   ,               2   ,        0.8370   ,              100.0   ,                 13724   ,
2024-12-09 14:24:27 ,        1665.0   ,           1500.2   ,               74.8   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.7   ,                  16.8   ,                 26.2   ,              12.4   ,               2   ,        0.8370   ,              100.0   ,                 13737   ,
2024-12-09 14:24:28 ,        1665.0   ,           1500.2   ,               74.9   ,        83.4   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               29.4   ,                  16.5   ,                 25.9   ,              12.4   ,               2   ,        0.8370   ,              100.0   ,                 13549   ,
2024-12-09 14:24:29 ,        1350.0   ,           1500.2   ,               74.0   ,        82.5   ,           3488   ,         75   ,                        3   ,                   0   ,                    0   ,               22.7   ,                   9.7   ,                 19.2   ,              12.3   ,               2   ,        0.6930   ,              100.0   ,                 13625   ,
2024-12-09 14:24:30 ,        1350.0   ,           1500.2   ,               74.3   ,        82.9   ,           3488   ,         87   ,                        3   ,                   0   ,                    0   ,               22.9   ,                   9.9   ,                 19.4   ,              12.4   ,               2   ,        0.6930   ,              100.0   ,                 13746   ,
2024-12-09 14:24:31 ,        1350.0   ,           1500.2   ,               74.7   ,        83.3   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               23.0   ,                   9.9   ,                 19.5   ,              12.4   ,               2   ,        0.6930   ,               89.0   ,                 13774   ,
2024-12-09 14:24:32 ,        1350.0   ,           1500.2   ,               74.5   ,        83.3   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               23.0   ,                  10.0   ,                 19.5   ,              12.4   ,               2   ,        0.6930   ,              100.0   ,                 13783   ,
2024-12-09 14:24:33 ,        1350.0   ,           1500.2   ,               74.8   ,        83.4   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               23.0   ,                  10.0   ,                 19.5   ,              12.4   ,               2   ,        0.6930   ,               88.0   ,                 13783   ,
2024-12-09 14:24:34 ,        1350.0   ,           1500.2   ,               74.5   ,        83.1   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               22.9   ,                  10.0   ,                 19.4   ,              12.4   ,               2   ,        0.6930   ,               81.0   ,                 13789   ,
2024-12-09 14:24:35 ,        1350.0   ,           1500.2   ,               74.2   ,        82.6   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               22.8   ,                   9.9   ,                 19.3   ,              12.4   ,               2   ,        0.6930   ,               96.0   ,                 13786   ,
2024-12-09 14:24:36 ,        1350.0   ,           1500.2   ,               74.3   ,        83.0   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               22.6   ,                   9.6   ,                 19.1   ,              12.4   ,               2   ,        0.6930   ,               80.0   ,                 13786   ,
2024-12-09 14:24:37 ,        1350.0   ,           1500.2   ,               73.8   ,        82.5   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               22.9   ,                   9.8   ,                 19.4   ,              12.4   ,               2   ,        0.6930   ,               85.0   ,                 13782   ,
2024-12-09 14:24:38 ,        1605.0   ,           1500.2   ,               74.7   ,        83.4   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               27.6   ,                  14.9   ,                 24.1   ,              12.4   ,               2   ,        0.8060   ,               86.0   ,                 13781   ,
2024-12-09 14:24:39 ,        1605.0   ,           1500.2   ,               74.4   ,        83.0   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               27.6   ,                  14.9   ,                 24.1   ,              12.4   ,               2   ,        0.8060   ,               73.0   ,                 13769   ,
2024-12-09 14:24:40 ,        1605.0   ,           1500.2   ,               74.7   ,        83.3   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               27.9   ,                  15.3   ,                 24.4   ,              12.4   ,               2   ,        0.8060   ,               84.0   ,                 13766   ,
2024-12-09 14:24:41 ,        1605.0   ,           1500.2   ,               74.4   ,        82.9   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               28.0   ,                  15.3   ,                 24.5   ,              12.4   ,               2   ,        0.8060   ,               83.0   ,                 13760   ,
2024-12-09 14:24:42 ,        1605.0   ,           1500.2   ,               74.1   ,        82.6   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               27.7   ,                  15.0   ,                 24.2   ,              12.4   ,               2   ,        0.8060   ,               78.0   ,                 13764   ,
2024-12-09 14:24:43 ,        1755.0   ,           1500.2   ,               74.3   ,        83.3   ,           3488   ,        100   ,                        4   ,                   0   ,                    0   ,               27.9   ,                  15.1   ,                 24.4   ,              12.4   ,               2   ,        0.8930   ,               78.0   ,                 13763   ,
2024-12-09 14:24:44 ,        1560.0   ,           1500.2   ,               74.0   ,        82.7   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               26.7   ,                  13.6   ,                 23.2   ,              12.4   ,               2   ,        0.7810   ,               84.0   ,                 13761   ,
2024-12-09 14:24:45 ,        1725.0   ,           1500.2   ,               74.5   ,        83.3   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               32.5   ,                  19.2   ,                 29.0   ,              12.4   ,               2   ,        0.8750   ,               84.0   ,                 13756   ,
2024-12-09 14:24:46 ,        1725.0   ,           1500.2   ,               74.5   ,        83.3   ,           3488   ,        100   ,                        5   ,                   0   ,                    0   ,               32.6   ,                  19.2   ,                 29.1   ,              12.4   ,               2   ,        0.8750   ,               83.0   ,                 13756   ,
2024-12-09 14:24:47 ,        1905.0   ,           1500.2   ,               73.5   ,        82.6   ,            300   ,        100   ,                        5   ,                   0   ,                    0   ,               25.1   ,                  13.3   ,                 21.6   ,              12.4   ,              16   ,        1.0500   ,               87.0   ,                 13748   ,
2024-12-09 14:24:48 ,        1905.0   ,           1500.2   ,               73.2   ,        82.3   ,            300   ,         24   ,                        3   ,                   0   ,                    0   ,               25.1   ,                  13.3   ,                 21.6   ,              12.4   ,              16   ,        1.0500   ,               85.0   ,                 13715   ,
2024-12-09 14:24:49 ,        1350.0   ,           1500.2   ,               71.1   ,        79.9   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.5   ,                   4.6   ,                 13.0   ,              12.5   ,              16   ,        0.6930   ,               75.0   ,                 13714   ,
2024-12-09 14:24:50 ,        1350.0   ,           1500.2   ,               70.4   ,        79.3   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.3   ,                   4.6   ,                 12.8   ,              12.4   ,              16   ,        0.6930   ,               83.0   ,                 13688   ,
2024-12-09 14:24:51 ,        1350.0   ,           1500.2   ,               69.9   ,        78.7   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.4   ,                   4.5   ,                 12.9   ,              12.5   ,              16   ,        0.6930   ,               80.0   ,                 13686   ,
2024-12-09 14:24:52 ,        1350.0   ,           1500.2   ,               69.7   ,        78.5   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.2   ,                   4.4   ,                 12.7   ,              12.4   ,              16   ,        0.6930   ,               82.0   ,                 13687   ,
2024-12-09 14:24:53 ,        1350.0   ,           1500.2   ,               69.3   ,        78.1   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.3   ,                   4.5   ,                 12.8   ,              12.4   ,              16   ,        0.6930   ,               85.0   ,                 13680   ,
2024-12-09 14:24:54 ,        1350.0   ,           1500.2   ,               69.0   ,        77.8   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.2   ,                   4.4   ,                 12.7   ,              12.4   ,              16   ,        0.6930   ,              100.0   ,                 13642   ,
2024-12-09 14:24:55 ,        1350.0   ,           1500.2   ,               69.1   ,        77.8   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.2   ,                   4.3   ,                 12.7   ,              12.4   ,              16   ,        0.6930   ,               84.0   ,                 13652   ,
2024-12-09 14:24:56 ,        1350.0   ,           1500.2   ,               68.9   ,        77.7   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.2   ,                   4.4   ,                 12.7   ,              12.4   ,              16   ,        0.6930   ,               69.0   ,                 13650   ,
2024-12-09 14:24:57 ,        1350.0   ,           1500.2   ,               68.6   ,        77.4   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.2   ,                   4.3   ,                 12.7   ,              12.4   ,              16   ,        0.6930   ,               73.0   ,                 13651   ,
2024-12-09 14:24:58 ,        1350.0   ,           1500.2   ,               68.4   ,        77.2   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.1   ,                   4.3   ,                 12.6   ,              12.4   ,              16   ,        0.6930   ,               77.0   ,                 13648   ,
2024-12-09 14:24:59 ,        1350.0   ,           1500.2   ,               68.0   ,        76.7   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.0   ,                   4.3   ,                 12.5   ,              12.4   ,              16   ,        0.6930   ,               67.0   ,                 13651   ,
2024-12-09 14:25:00 ,        1350.0   ,           1500.2   ,               67.8   ,        76.4   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.0   ,                   4.2   ,                 12.5   ,              12.4   ,              16   ,        0.6930   ,               87.0   ,                 13653   ,
2024-12-09 14:25:01 ,        1350.0   ,           1500.2   ,               67.8   ,        76.6   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               15.9   ,                   4.1   ,                 12.4   ,              12.4   ,              16   ,        0.6930   ,               82.0   ,                 13650   ,
2024-12-09 14:25:02 ,        1350.0   ,           1500.2   ,               67.4   ,        76.3   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.0   ,                   4.1   ,                 12.5   ,              12.4   ,              16   ,        0.6930   ,              100.0   ,                 13684   ,
2024-12-09 14:25:03 ,        1350.0   ,           1500.2   ,               67.3   ,        76.1   ,            300   ,          0   ,                        0   ,                   0   ,                    0   ,               16.0   ,                   4.1   ,                 12.5   ,              12.4   ,              16   ,        0.6930   ,               77.0   ,                 13656   ,
